,Year,Date,Time,HomeTeam,AwayTeam,HomeScore,AwayScore,HomeScorers,AwayScorers,ExtraTime,Penalty,HomePenaltyScore,AwayPenaltyScore,Stadium,Location,Attendance,Referee
26,1934,31 May 1934,16:30 CET (UTC+01:00),Austria,Hungary,2,1,Horvath  8'Zischek  51',Sárosi  60' (pen.),0,0,0,0,Stadio Littoriale, Bologna,"23,000",Francesco Mattea (Italy)
27,1934,31 May 1934,16:30 CET (UTC+01:00),Italy,Spain,1,1,Ferrari  44',Regueiro  30',1,0,0,0,Stadio Giovanni Berta, Florence,"35,000",Louis Baert (Belgium)
28,1934,31 May 1934,16:30 CET (UTC+01:00),Germany,Sweden,2,1,"Hohmann  60', 63'",Dunker  82',0,0,0,0,Stadio San Siro, Milan,"3,000",Rinaldo Barlassina (Italy)
29,1934,31 May 1934,16:30 CET (UTC+01:00),Czechoslovakia,Switzerland,3,2,Svoboda  24'Sobotka  49'Nejedlý  82',Kielholz  18'Jäggi  78',0,0,0,0,Stadio Benito Mussolini, Turin,"12,000",Alois Beranek (Austria)
30,1934,1 June 1934,16:30 CET (UTC+01:00),Italy,Spain,1,0,Meazza  11',,0,0,0,0,Stadio Giovanni Berta, Florence,"43,000",René Mercet (Switzerland)
31,1934,3 June 1934,16:30 CET (UTC+01:00),Italy,Austria,1,0,Guaita  19',,0,0,0,0,Stadio San Siro, Milan,"35,000",Ivan Eklind (Sweden)
32,1934,3 June 1934,16:30 CET (UTC+01:00),Czechoslovakia,Germany,3,1,"Nejedlý  21', 69', 80'",Noack  62',0,0,0,0,Stadio Nazionale PNF, Rome,"15,000",Rinaldo Barlassina (Italy)
33,1934,7 June 1934,18:00 CET (UTC+01:00),Germany,Austria,3,2,"Lehner  1', 42'Conen  27'",Horvath  28'Sesta  54',0,0,0,0,Stadio Giorgio Ascarelli, Naples,"7,000",Albino Carraro (Italy)
34,1934,10 June 1934,15:30 CET (UTC+01:00),Italy,Czechoslovakia,2,1,Orsi  81'Schiavio  95',Puč  71',1,0,0,0,Stadio Nazionale PNF, Rome,"55,000",Ivan Eklind (Sweden)
35,1938,4 June 1938,17:00 WEST (UTC+01:00),Switzerland,Germany,1,1,Abegglen  43',Gauchel  29',1,0,0,0,Parc des Princes, Paris,"27,152",John Langenus (Belgium)
36,1938,5 June 1938,17:00 WEST (UTC+01:00),Hungary,Dutch East Indies,6,0,"Kohut  13'Toldi  15'Sárosi  28', 89'Zsengellér  35', 76'",,0,0,0,0,Vélodrome Municipal, Reims,"9,000",Roger Conrié (France)
37,1938,5 June 1938,17:00 WEST (UTC+01:00),Cuba,Romania,3,3,"Socorro  44', 103'Magriñá  69'",Bindea  35'Barátky  88'Dobay  105',1,0,0,0,Stade du T.O.E.C., Toulouse,"7,000",Giuseppe Scarpi (Italy)
38,1938,5 June 1938,17:00 WEST (UTC+01:00),France,Belgium,3,1,"Veinante  1'Nicolas  16', 69'",Isemborghs  38',0,0,0,0,Stade Olympique de Colombes, Colombes,"30,454",Hans Wüthrich (Switzerland)
39,1938,5 June 1938,17:00 WEST (UTC+01:00),Italy,Norway,2,1,Ferraris  2'Piola  94',Brustad  83',1,0,0,0,Stade Vélodrome, Marseille,"19,000",Alois Beranek (Germany)[b]
40,1938,5 June 1938 (1938-06-05),17:30 WEST (UTC+01:00),Brazil,Poland,6,5,"Leônidas  18', 93', 104'Romeu  25'Perácio  44', 71'","Scherfke  23' (pen.)Wilimowski  53', 59', 89', 118'",1,0,0,0,Stade de la Meinau, Strasbourg,"13,452",Ivan Eklind (Sweden)
41,1938,5 June 1938,18:30 WEST (UTC+01:00),Czechoslovakia,Netherlands,3,0,Košťálek  93'Zeman  111'Nejedlý  118',,1,0,0,0,Stade municipal, Le Havre,"11,000",Lucien Leclerq (France)
42,1938,9 June 1938,18:00 WEST (UTC+01:00),Switzerland,Germany,4,2,"Walaschek  42'Bickel  64'Abegglen  75', 78'",Hahnemann  8'Lörtscher  22' (o.g.),0,0,0,0,Parc des Princes, Paris,"20,025",Ivan Eklind (Sweden)
43,1938,9 June 1938,18:00 WEST (UTC+01:00),Cuba,Romania,2,1,Socorro  51'Fernández  57',Dobay  35',0,0,0,0,Stade du T.O.E.C., Toulouse,"8,000",Alfred Birlem (Germany)
44,1938,12 June 1938,17:00 WEST (UTC+01:00),Hungary,Switzerland,2,0,Sárosi  40'Zsengellér  89'[c],,0,0,0,0,Stade Victor Boucquey, Lille,"15,000",Rinaldo Barlassina (Italy)
45,1938,12 June 1938,17:00 WEST (UTC+01:00),Sweden,Cuba,8,0,"H. Andersson  9', 81', 89'[d]Wetterström  22', 37', 44'Keller  80'[e]Nyberg  84'[f]",,0,0,0,0,Stade du Fort Carré, Antibes,"7,000",Augustin Krist (Czechoslovakia)
46,1938,12 June 1938,17:00 WEST (UTC+01:00),Italy,France,3,1,"Colaussi  9'Piola  51', 72'",Heisserer  10',0,0,0,0,Stade Olympique de Colombes, Colombes,"58,455",Louis Baert (Belgium)
47,1938,12 June 1938,17:00 WEST (UTC+01:00),Brazil,Czechoslovakia,1,1,Leônidas  30',Nejedlý  65' (pen.),1,0,0,0,Parc Lescure, Bordeaux,"22,021",Pál von Hertzka (Hungary)
48,1938,14 June 1938,18:00 WEST (UTC+01:00),Brazil,Czechoslovakia,2,1,Leônidas  57'Roberto  62'[g],Kopecký  25',0,0,0,0,Parc Lescure, Bordeaux,"18,141",Georges Capdeville (France)
49,1938,16 June 1938,18:00 WEST (UTC+01:00),Hungary,Sweden,5,1,"Jacobsson  19' (o.g.)Titkos  37'Zsengellér  39', 85'Sárosi  65'",Nyberg  1',0,0,0,0,Parc des Princes, Paris,"20,000",Lucien Leclerq (France)
50,1938,16 June 1938,18:00 WEST (UTC+01:00),Italy,Brazil,2,1,Colaussi  51'Meazza  60' (pen.),Romeu  87',0,0,0,0,Stade Vélodrome, Marseille,"33,000",Hans Wüthrich (Switzerland)
51,1938,19 June 1938,17:00 WEST (UTC+01:00),Brazil,Sweden,4,2,"Romeu  44'Leônidas  63', 74'Perácio  80'",Jonasson  28'Nyberg  38',0,0,0,0,Parc Lescure, Bordeaux,"12,000",John Langenus (Belgium)
52,1938,19 June 1938,15:00 (WEST),Italy,Hungary,4,2,"Colaussi  6', 35'Piola  16', 82'",Titkos  8'Sárosi  70',0,0,0,0,Stade Olympique de Colombes, Paris,"45,000",Georges Capdeville (France)
53,1950,24 June 1950,15:00 BRT (UTC-3),Brazil,Mexico,4,0,"Ademir  30', 79'Jair  65'Baltazar  71'",,0,0,0,0,Estádio do Maracanã, Rio de Janeiro,"81,649",George Reader (England)
54,1950,25 June 1950,15:00 BRT (UTC-3),Yugoslavia,Switzerland,3,0,Mitić  59'Tomašević  70'Ognjanov  84',,0,0,0,0,Estádio Independência, Belo Horizonte,"7,336",Giovanni Galeati (Italy)
55,1950,28 June 1950,15:00 BRT (UTC-3),Brazil,Switzerland,2,2,Alfredo  3'Baltazar  32',"Fatton  17', 88'",0,0,0,0,Estádio do Pacaembu, São Paulo,"42,032",Ramón Azón Romá (Spain)
56,1950,28 June 1950,15:00 BRT (UTC-3),Yugoslavia,Mexico,4,1,"Bobek  20'Ž. Čajkovski  23', 51'Tomašević  81'",Ortiz  89' (pen.),0,0,0,0,Estádio dos Eucaliptos, Porto Alegre,"11,078",Reginald Leafe (England)
57,1950,1 July 1950,15:00 BRT (UTC-3),Brazil,Yugoslavia,2,0,Ademir  4'Zizinho  69',,0,0,0,0,Estádio do Maracanã, Rio de Janeiro,"142,429",Benjamin Griffiths (Wales)
58,1950,2 July 1950,15:40 BRT (UTC-3),Switzerland,Mexico,2,1,Bader  10'Antenen  44',Casarín  89',0,0,0,0,Estádio dos Eucaliptos, Porto Alegre,"3,580",Ivan Eklind (Sweden)
59,1950,25 June 1950,15:00 BRT (UTC-3),England,Chile,2,0,Mortensen  39'Mannion  51',,0,0,0,0,Estádio do Maracanã, Rio de Janeiro,"29,703",Karel van der Meer (Netherlands)
60,1950,25 June 1950,15:00 BRT (UTC-3),Spain,United States,3,1,Igoa  81'Basora  83'Zarra  89',Pariani  17',0,0,0,0,Estádio Durival de Britto, Curitiba,"9,511",Mário Vianna (Brazil)
61,1950,29 June 1950,15:00 BRT (UTC-3),Spain,Chile,2,0,Basora  17'Zarra  30',,0,0,0,0,Estádio do Maracanã, Rio de Janeiro,"19,790",Alberto Malcher (Brazil)
62,1950,29 June 1950,15:00 BRT (UTC-3),United States,England,1,0,Gaetjens  38',,0,0,0,0,Estádio Independência, Belo Horizonte,"10,151",Generoso Dattilo (Italy)
63,1950,2 July 1950,15:00 BRT (UTC-3),Spain,England,1,0,Zarra  48',,0,0,0,0,Estádio do Maracanã, Rio de Janeiro,"74,462",Giovanni Galeati (Italy)
64,1950,2 July 1950,15:00 BRT (UTC-3),Chile,United States,5,2,"Robledo  16'Cremaschi  32', 60'Prieto  54'Riera  82'",Wallace  47'Maca  48' (pen.),0,0,0,0,Estádio Ilha do Retiro, Recife,"8,501",Mário Gardelli (Brazil)
65,1950,25 June 1950,15:00 BRT (UTC-3),Sweden,Italy,3,2,"Jeppson  25', 68'Andersson  33'",Carapellese  7'Muccinelli  75',0,0,0,0,Estádio do Pacaembu, São Paulo,"36,502",Jean Lutz (Switzerland)
66,1950,29 June 1950,15:30 BRT (UTC-3),Sweden,Paraguay,2,2,Sundqvist  17'Palmér  26',López  35'López Fretes  74',0,0,0,0,Estádio Durival Britto, Curitiba,"7,903",George Mitchell (Scotland)
67,1950,2 July 1950,15:00 BRT (UTC-3),Italy,Paraguay,2,0,Carapellese  12'Pandolfini  62',,0,0,0,0,Estádio do Pacaembu, São Paulo,"25,811",Arthur Ellis (England)
68,1950,2 July 1950,15:00 BRT (UTC-3),Uruguay,Bolivia,8,0,"Míguez  14', 40', 51'Vidal  18'Schiaffino  23', 54'Pérez  83'Ghiggia  87'",,0,0,0,0,Estádio Independência, Belo Horizonte,"5,284",George Reader (England)
69,1950,9 July 1950,15:00 BRT (UTC-3),Uruguay,Spain,2,2,Ghiggia  29'Varela  73',"Basora  37', 39'",0,0,0,0,Estádio do Pacaembu, São Paulo,"44,802",Benjamin Griffiths (Wales)
70,1950,9 July 1950,15:00 BRT (UTC-3),Brazil,Sweden,7,1,"Ademir  17', 36', 52', 58'Chico  39', 88'Maneca  85'",Andersson  67' (pen.),0,0,0,0,Estádio do Maracanã, Rio de Janeiro,"138,886",Arthur Ellis (England)
71,1950,13 July 1950,15:00 BRT (UTC-3),Brazil,Spain,6,1,"Ademir  15', 57'Jair  21'Chico  31', 55'Zizinho  67'",Igoa  71',0,0,0,0,Estádio do Maracanã, Rio de Janeiro,"152,772",Reginald Leafe (England)
72,1950,13 July 1950,15:00 BRT (UTC-3),Uruguay,Sweden,3,2,"Ghiggia  39'Míguez  77', 85'",Palmér  5'Sundqvist  40',0,0,0,0,Estádio do Pacaembu, São Paulo,"7,987",Giovanni Galeati (Italy)
73,1950,16 July 1950,15:00 BRT (UTC-3),Sweden,Spain,3,1,Sundqvist  15'Mellberg  33'Palmér  80',Zarra  82',0,0,0,0,Estádio do Pacaembu, São Paulo,"11,227",Karel van der Meer (Netherlands)
74,1950,16 July 1950,14:00 BRT (UTC-3),Uruguay,Brazil,2,1,Schiaffino  66'Ghiggia  79',Friaça  47',0,0,0,0,Estádio do Maracanã, Rio de Janeiro,"173,850[20]",George Reader (England)
75,1954,16 June 1954,18:00,Brazil,Mexico,5,0,"Baltazar  23'Didi  30'Pinga  34', 43'Julinho  69'",,0,0,0,0,Charmilles Stadium, Geneva,"13,470",Raymon Wyssling (Switzerland)
76,1954,16 June 1954,18:00,Yugoslavia,France,1,0,Milutinović  15',,0,0,0,0,Stade Olympique de la Pontaise, Lausanne,"16,000",Benjamin Griffiths (Wales)
77,1954,19 June 1954,17:00,Brazil,Yugoslavia,1,1,Didi  69',Zebec  48',1,0,0,0,Stade Olympique de la Pontaise, Lausanne,"24,637",Charlie Faultless (Scotland)
78,1954,19 June 1954,17:10,France,Mexico,3,2,Vincent  19'Cárdenas  46' (o.g.)Kopa  88' (pen.),Lamadrid  54'Balcázar  85',0,0,0,0,Charmilles Stadium, Geneva,"19,000",Manuel Asensi (Spain)
79,1954,17 June 1954,18:00,West Germany,Turkey,4,1,Schäfer  14'Klodt  52'O. Walter  60'Morlock  84',Suat  2',0,0,0,0,Wankdorf Stadium, Bern,"28,000",Jose da Costa Vieira (Portugal)
80,1954,17 June 1954,18:00,Hungary,South Korea,9,0,"Puskás  12', 89'Lantos  18'Kocsis  24', 36', 50'Czibor  59'Palotás  75', 83'",,0,0,0,0,Hardturm Stadium, Zürich,"13,000",Raymond Vincenti (France)
81,1954,20 June 1954,16:50,Hungary,West Germany,8,3,"Kocsis  3', 21', 69', 78'Puskás  17'Hidegkuti  52', 54'J. Tóth  75'",Pfaff  25'Rahn  77'Herrmann  84',0,0,0,0,St. Jakob Stadium, Basel,"56,000",William Ling (England)
82,1954,20 June 1954,17:00,Turkey,South Korea,7,0,"Suat  10', 30'Lefter  24'Burhan  37', 64', 70'Erol  76'",,0,0,0,0,Charmilles Stadium, Geneva,"3,541[20]",Esteban Marino (Uruguay)
83,1954,23 June 1954,18:00,West Germany,Turkey,7,2,"O. Walter  7'Schäfer  12', 79'Morlock  30', 60', 77'F. Walter  62'",Mustafa  21'Lefter  82',0,0,0,0,Hardturm Stadium, Zürich,"17,000",Raymond Vincenti (France)
84,1954,16 June 1954,18:00,Uruguay,Czechoslovakia,2,0,Míguez  71'Schiaffino  84',,0,0,0,0,Wankdorf Stadium, Bern,"20,500",Arthur Ellis (England)
85,1954,16 June 1954,18:00,Austria,Scotland,1,0,Probst  33',,0,0,0,0,Hardturm Stadium, Zürich,"25,000",Laurent Franken (Belgium)
86,1954,19 June 1954,16:50,Uruguay,Scotland,7,0,"Borges  17', 47', 57'Míguez  30', 83'Abbadie  54', 85'",,0,0,0,0,St. Jakob Stadium, Basel,"34,000",Vincenzo Orlandini (Italy)
87,1954,19 June 1954,17:00,Austria,Czechoslovakia,5,0,"Stojaspal  3', 65'Probst  4', 21', 24'",,0,0,0,0,Hardturm Stadium, Zürich,"26,000",Vasa Stefanovic (Yugoslavia)
88,1954,17 June 1954,17:50,Switzerland,Italy,2,1,Ballaman  18'Hügi  78',Boniperti  44',0,0,0,0,Stade Olympique de la Pontaise, Lausanne,"40,749[21]",Mario Vianna (Brazil)
89,1954,17 June 1954,18:10,England,Belgium,4,4,"Broadis  26', 63'Lofthouse  36', 91'","Anoul  5', 71'Coppens  67'Dickinson  94' (o.g.)",1,0,0,0,St. Jakob Stadium, Basel,"14,000",Emil Schmetzer (West Germany)
90,1954,20 June 1954,17:00,Italy,Belgium,4,1,Pandolfini  41' (pen.)Galli  48'Frignani  58'Lorenzi  78',Anoul  81',0,0,0,0,Cornaredo Stadium, Lugano,"24,000",Carl Erich Steiner (Austria)
91,1954,20 June 1954,17:10,England,Switzerland,2,0,Mullen  43'Wilshaw  69',,0,0,0,0,Wankdorf Stadium, Bern,"43,119[22]",Istvan Zsolt (Hungary)
92,1954,23 June 1954,18:00,Switzerland,Italy,4,1,"Hügi  14', 85'Ballaman  48'Fatton  90'",Nesti  67',0,0,0,0,St. Jakob Stadium, Basel,"28,655[23]",Benjamin Griffiths (Wales)
93,1954,26 June 1954,17:00 CET,Austria,Switzerland,7,5,"Wagner  25', 27', 53'A. Körner  26', 34'Ocwirk  32'Probst  76'","Ballaman  16', 39'Hügi  17', 19', 60'",0,0,0,0,Stade Olympique de la Pontaise, Lausanne,"30,340[24]",Charlie Faultless (Scotland)
94,1954,26 June 1954,17:00 CET,Uruguay,England,4,2,Borges  5'Varela  39'Schiaffino  46'Ambrois  78',Lofthouse  16'Finney  67',0,0,0,0,St. Jakob Stadium, Basel,"28,000",Carl Erich Steiner (Austria)
95,1954,27 June 1954,17:00 CET,West Germany,Yugoslavia,2,0,Horvat  9' (o.g.)Rahn  85',,0,0,0,0,Charmilles Stadium, Geneva,"17,000",Istvan Zsolt (Hungary)
96,1954,27 June 1954,17:00 CET,Hungary,Brazil,4,2,"Hidegkuti  4'Kocsis  7', 88'Lantos  60' (pen.)",Djalma Santos  18' (pen.)Julinho  65',0,0,0,0,Wankdorf Stadium, Bern,"40,000",Arthur Ellis (England)
97,1954,30 June 1954,18:00 CET,West Germany,Austria,6,1,"Schäfer  31'Morlock  47'F. Walter  54' (pen.), 64' (pen.)O. Walter  61', 89'",Probst  51',0,0,0,0,St. Jakob Stadium, Basel,"58,000",Vincenzo Orlandini (Italy)
98,1954,30 June 1954,18:00 (CET),Hungary,Uruguay,4,2,"Czibor  13'Hidegkuti  46'Kocsis  111', 116'","Hohberg  75', 86'",1,0,0,0,Stade Olympique de la Pontaise, Lausanne,"45,000",Benjamin Griffiths (Wales)
99,1954,3 July 1954,17:00 (CET),Austria,Uruguay,3,1,Stojaspal  16' (pen.)Cruz  59' (o.g.)Ocwirk  89',Hohberg  22',0,0,0,0,Hardturm Stadium, Zürich,"32,000",Raymon Wyssling (Switzerland)
100,1954,4 July 1954 (1954-07-04),17:00 CET,West Germany,Hungary,3,2,"
Morlock  10'
Rahn  18', 84'","
Puskás  6'
Czibor  8'",0,0,0,0,Wankdorf Stadium, Bern,"62,500",William Ling (England)
101,1958,8 June 1958,19:00 (CET),Argentina,West Germany,1,3,Corbatta  3',"Rahn  32', 79'Seeler  42'",0,0,0,0,Malmö Stadion, Malmö,"31,156",Reginald Leafe (England)
102,1958,8 June 1958,19:00 (CET),Northern Ireland,Czechoslovakia,1,0,Cush  21',,0,0,0,0,Örjans Vall, Halmstad,"10,647",Fritz Seipelt (Austria)
103,1958,11 June 1958,19:00 (CET),West Germany,Czechoslovakia,2,2,Schäfer  60'Rahn  71',Dvořák  24' (pen.)Zikán  42',0,0,0,0,Olympiastadion, Helsingborg,"25,000",Arthur Edward Ellis (England)
104,1958,11 June 1958,19:00 (CET),Argentina,Northern Ireland,3,1,Corbatta  37' (pen.)Menéndez  56'Avio  60',McParland  4',0,0,0,0,Örjans Vall, Halmstad,"14,174",Sten Ahlner (Sweden)
105,1958,15 June 1958,19:00 (CET),West Germany,Northern Ireland,2,2,Rahn  20'Seeler  78',"McParland  18', 60'",0,0,0,0,Malmö Stadion, Malmö,"21,990",Joaquim Campos (Portugal)
106,1958,15 June 1958,19:00 (CET),Czechoslovakia,Argentina,6,1,"Dvořák  8'Zikán  17', 40'Feureisl  69'Hovorka  82', 89'",Corbatta  65' (pen.),0,0,0,0,Olympiastadion, Helsingborg,"16,418",Arthur Edward Ellis (England)
107,1958,17 June 1958,19:00 (CET),Northern Ireland,Czechoslovakia,2,1,"McParland  44', 97'",Zikán  18',1,0,0,0,Malmö Stadion, Malmö,"6,196",Maurice Guigue (France)
108,1958,8 June 1958,19:00 (CET),France,Paraguay,7,3,"Fontaine  24', 30', 67'Piantoni  52'Wisnieski  61'Kopa  70'Vincent  83'","Amarilla  20', 44' (pen.)Romero  50'",0,0,0,0,Idrottsparken, Norrköping,"16,518",Juan Gardeazábal Garay (Spain)
109,1958,8 June 1958,19:00 (CET),Yugoslavia,Scotland,1,1,Petaković  6',Murray  49',0,0,0,0,Arosvallen, Västerås,"9,591",Raymond Wyssling (Switzerland)
110,1958,11 June 1958,19:00 (CET),Yugoslavia,France,3,2,"Petaković  16'Veselinović  63', 88'","Fontaine  4', 85'",0,0,0,0,Arosvallen, Västerås,"12,217",Benjamin Griffiths (Wales)
111,1958,11 June 1958,19:00 (CET),Paraguay,Scotland,3,2,Agüero  4'Ré  45'Parodi  73',Mudie  24'Collins  74',0,0,0,0,Idrottsparken, Norrköping,"11,665",Vincenzo Orlandini (Italy)
112,1958,15 June 1958,19:00 (CET),France,Scotland,2,1,Kopa  22'Fontaine  44',Baird  58',0,0,0,0,Eyravallen, Örebro,"13,554",Juan Regis Brozzi (Argentina)
113,1958,15 June 1958,19:00 (CET),Paraguay,Yugoslavia,3,3,Parodi  20'Agüero  52'Romero  80',Ognjanović  18'Veselinović  21'Rajkov  73',0,0,0,0,Tunavallen, Eskilstuna,"13,103",Martin Macko (Czechoslovakia)
114,1958,8 June 1958,14:00 (CET),Sweden,Mexico,3,0,"Simonsson  17', 64'Liedholm  57' (pen.)",,0,0,0,0,Råsunda Stadium, Solna,"34,107",Nikolay Latyshev (Soviet Union)
115,1958,8 June 1958,19:00 (CET),Hungary,Wales,1,1,Bozsik  5',J. Charles  27',0,0,0,0,Jernvallen, Sandviken,"15,343",José María Codesal (Uruguay)
116,1958,11 June 1958,19:00 (CET),Mexico,Wales,1,1,Belmonte  89',I. Allchurch  32',0,0,0,0,Råsunda Stadium, Solna,"15,150",Leo Lemesic (Yugoslavia)
117,1958,12 June 1958,19:00 (CET),Sweden,Hungary,2,1,"Hamrin  34', 55'",Tichy  77',0,0,0,0,Råsunda Stadium, Solna,"38,850",Jack Mowat (Scotland)
118,1958,15 June 1958,14:00 (CET),Sweden,Wales,0,0,,,0,0,0,0,Råsunda Stadium, Solna,"30,287",Lucien van Nuffel (Belgium)
119,1958,15 June 1958,19:00 (CET),Hungary,Mexico,4,0,"Tichy  19', 46'Sándor  54'Bencsics  69'",,0,0,0,0,Jernvallen, Sandviken,"13,300",Arne Eriksson (Finland)
120,1958,17 June 1958,19:00 (CET),Wales,Hungary,2,1,I. Allchurch  55'Medwin  76',Tichy  33',0,0,0,0,Råsunda Stadium, Solna,"2,823",Nikolay Latyshev (Soviet Union)
121,1958,8 June 1958,19:00 (CET),Brazil,Austria,3,0,"Altafini  37', 85'Nílton Santos  50'",,0,0,0,0,Rimnersvallen, Uddevalla,"17,778",Maurice Guigue (France)
122,1958,8 June 1958,19:00 (CET),Soviet Union,England,2,2,Simonyan  13'A. Ivanov  56',Kevan  66'Finney  85' (pen.),0,0,0,0,Ullevi, Gothenburg,"49,348",István Zsolt (Hungary)
123,1958,11 June 1958,19:00 (CET),Brazil,England,0,0,,,0,0,0,0,Ullevi, Gothenburg,"40,895",Albert Dusch (West Germany)
124,1958,11 June 1958,19:00 (CET),Soviet Union,Austria,2,0,Ilyin  15'V. Ivanov  62',,0,0,0,0,Ryavallen, Borås,"21,239",Carl Jørgensen (Denmark)
125,1958,15 June 1958,19:00 (CET),England,Austria,2,2,Haynes  56'Kevan  74',Koller  15'Körner  71',0,0,0,0,Ryavallen, Borås,"15,872",Jan Bronkhorst (Netherlands)
126,1958,15 June 1958,19:00 (CET),Brazil,Soviet Union,2,0,"Vavá  3', 77'",,0,0,0,0,Ullevi, Gothenburg,"50,928",Maurice Guigue (France)
127,1958,17 June 1958,19:00 (CET),Soviet Union,England,1,0,Ilyin  69',,0,0,0,0,Ullevi, Gothenburg,"23,182",Albert Dusch (West Germany)
128,1958,19 June 1958,19:00 (CET),Brazil,Wales,1,0,Pelé  66',,0,0,0,0,Ullevi, Gothenburg,"25,923",Fritz Seipelt (Austria)
129,1958,19 June 1958,19:00 (CET),France,Northern Ireland,4,0,"Wisnieski  44'Fontaine  55', 63'Piantoni  68'",,0,0,0,0,Idrottsparken, Norrköping,"11,800",Juan Gardeazábal Garay (Spain)
130,1958,19 June 1958,19:00 (CET),Sweden,Soviet Union,2,0,Hamrin  49'Simonsson  88',,0,0,0,0,Råsunda Stadium, Solna,"31,900",Reginald Leafe (England)
131,1958,19 June 1958,19:00 (CET),West Germany,Yugoslavia,1,0,Rahn  12',,0,0,0,0,Malmö Stadion, Malmö,"20,055",Raymond Wyssling (Switzerland)
132,1958,24 June 1958,19:00 (CET),Brazil,France,5,2,"Vavá  2'Didi  39'Pelé  52', 64', 75'",Fontaine  9'Piantoni  83',0,0,0,0,Råsunda Stadium, Solna,"27,100",Benjamin Griffiths (Wales)
133,1958,24 June 1958,19:00 (CET),Sweden,West Germany,3,1,Skoglund  32'Gren  81'Hamrin  88',Schäfer  24',0,0,0,0,Ullevi, Gothenburg,"49,471",István Zsolt (Hungary)
134,1958,28 June 1958,17:00 (CET),France,West Germany,6,3,"Fontaine  16', 36', 78', 89'Kopa  27' (pen.)Douis  50'",Cieslarczyk  18'Rahn  52'Schäfer  84',0,0,0,0,Ullevi, Gothenburg,"32,483",Juan Regis Brozzi (Argentina)
135,1958,29 June 1958,15:00 (CET),Brazil,Sweden,5,2,"Vavá  9', 32'Pelé  55', 90'Zagallo  68'",Liedholm  4'Simonsson  80',0,0,0,0,Råsunda Stadium, Solna,"49,737",Maurice Guigue (France)
136,1962,30 May 1962,15:00 CLT (UTC-04),Uruguay,Colombia,2,1,Cubilla  56'Sasía  75',Zuluaga  19' (pen.),0,0,0,0,Estadio Carlos Dittborn, Arica,"7,908",Andor Dorogi (Hungary)
137,1962,31 May 1962,15:00 CLT (UTC-04),Soviet Union,Yugoslavia,2,0,Ivanov  51'Ponedelnik  83',,0,0,0,0,Estadio Carlos Dittborn, Arica,"9,622",Albert Dusch (West Germany)
138,1962,2 June 1962,15:00 CLT (UTC-04),Yugoslavia,Uruguay,3,1,Skoblar  25' (pen.)Galić  29'Jerković  49',Cabrera  19',0,0,0,0,Estadio Carlos Dittborn, Arica,"8,829",Karol Galba (Czechoslovakia)
139,1962,3 June 1962,15:00 CLT (UTC-04),Soviet Union,Colombia,4,4,"Ivanov  8', 11'Chislenko  10'Ponedelnik  56'",Aceros  21'Coll  68'Rada  72'Klinger  86',0,0,0,0,Estadio Carlos Dittborn, Arica,"8,040",João Etzel Filho (Brazil)
140,1962,6 June 1962,15:00 CLT (UTC-04),Soviet Union,Uruguay,2,1,Mamykin  38'Ivanov  89',Sasía  54',0,0,0,0,Estadio Carlos Dittborn, Arica,"9,973",Cesare Jonni (Italy)
141,1962,7 June 1962,15:00 CLT (UTC-04),Yugoslavia,Colombia,5,0,"Galić  20', 61'Jerković  25', 87'Melić  82'",,0,0,0,0,Estadio Carlos Dittborn, Arica,"7,167",Carlos Robles (Chile)
142,1962,30 May 1962,15:00 CLT (UTC-04),Chile,Switzerland,3,1,"L. Sánchez  44', 55'Ramírez  51'",Wüthrich  6',0,0,0,0,Estadio Nacional, Santiago,"65,006",Kenneth Aston (England)
143,1962,31 May 1962,15:00 CLT (UTC-04),West Germany,Italy,0,0,,,0,0,0,0,Estadio Nacional, Santiago,"65,440",Robert Holley Davidson (Scotland)
144,1962,2 June 1962,15:00 CLT (UTC-04),Chile,Italy,2,0,Ramírez  73'Toro  87',,0,0,0,0,Estadio Nacional, Santiago,"66,057",Kenneth Aston (England)
145,1962,3 June 1962,15:00 CLT (UTC-04),West Germany,Switzerland,2,1,Brülls  45'Seeler  59',Schneiter  73',0,0,0,0,Estadio Nacional, Santiago,"64,922",Leo Horn (Netherlands)
146,1962,6 June 1962,15:00 CLT (UTC-04),West Germany,Chile,2,0,Szymaniak  21' (pen.)Seeler  82',,0,0,0,0,Estadio Nacional, Santiago,"67,224",Robert Holley Davidson (Scotland)
147,1962,7 June 1962,15:00 CLT (UTC-04),Italy,Switzerland,3,0,"Mora  2'Bulgarelli  65', 67'",,0,0,0,0,Estadio Nacional, Santiago,"59,828",Nikolay Latyshev (Soviet Union)
148,1962,30 May 1962,15:00 CLT (UTC-04),Brazil,Mexico,2,0,Zagallo  56'Pelé  73',,0,0,0,0,Estadio Sausalito, Viña del Mar,"10,484",Gottfried Dienst (Switzerland)
149,1962,31 May 1962,15:00 CLT (UTC-04),Czechoslovakia,Spain,1,0,Štibrányi  80',,0,0,0,0,Estadio Sausalito, Viña del Mar,"12,700",Carl Erich Steiner (Austria)
150,1962,2 June 1962,15:00 CLT (UTC-04),Brazil,Czechoslovakia,0,0,,,0,0,0,0,Estadio Sausalito, Viña del Mar,"14,903",Pierre Schwinte (France)
